"Распоряжение Главы города от 23.11.2017 № 211 р О проведении мероприятия, посвященного Международному дню инвалидов",Rasporyazhenie-Glavy-goroda-ot-23112017-211-r-O-provedenii-meropriyatiya-posvyaschennogo-Mezhdunarodnomu-dnyu-invalidov,211,1,1,1,2017-11-23,,2017-11-23 00:00,True,uploads/olddocs/glava/2017/11/23/211__17.doc
Распоряжение Главы города от 18.10.2017 № 184 р Об открытии мемориальной доски,Rasporyazhenie-Glavy-goroda-ot-18102017-184-r-Ob-otkrytii-memorialnoy-doski,184,1,1,1,2017-10-18,,2017-10-18 00:00,True,uploads/olddocs/glava/2017/10/18/184__17.doc
Распоряжение Главы города от 14.07.2017 № 121 р О проведении крестного хода в честь престольного праздника храма Целителя Пантелеймона,Rasporyazhenie-Glavy-goroda-ot-14072017-121-r-O-provedenii-krestnogo-hoda-v-chest-prestolnogo-prazdnika-hrama-Tselitelya-Panteleymona,121,1,1,1,2017-07-14,,2017-07-14 00:00,True,uploads/olddocs/glava/2017/07/14/121__17.doc
"Распоряжение Главы города от 04.07.2017 № 106 р О мерах по обеспечению общественной и пожарной безопасности, безопасности дорожного движения в период проведения спортивно-массового мероприятия, посвящённого образованию АО «НПП «Исток» им. Шокина»",Rasporyazhenie-Glavy-goroda-ot-04072017-106-r-O-merah-po-obespecheniyu-obschestvennoy-i-pozharnoy-bezopasnosti-bezopasnosti-dorozhnogo-dvizheniya-v-period-provedeniya-sportivno-massovogo-meropriyatiya-posvyaschennogo-obrazovaniyu-AO-NPP-Istok-im-Shokina,106,1,1,1,2017-07-04,,2017-07-04 00:00,True,uploads/olddocs/glava/2017/07/04/106__17.doc
Распоряжение Главы города от 13.04.2017 №45 р О работе Новофрязинского кладбища в дни массовых посещений,Rasporyazhenie-Glavy-goroda-ot-13042017-45-r-O-rabote-Novofryazinskogo-kladbischa-v-dni-massovyh-posescheniy,№45,1,1,1,2017-04-13,,2017-04-13 00:00,True,uploads/olddocs/glava/2017/04/13/45__17.doc
Распоряжение Главы города от 09.01.2017 № 01 р О проведении мероприятия «Крещенские купания»,Rasporyazhenie-Glavy-goroda-ot-09012017-01-r-O-provedenii-meropriyatiya-Kreschenskie-kupaniya,01,1,1,1,2017-01-09,,2017-01-09 00:00,True,uploads/olddocs/glava/2017/01/09/01-17_.doc
