"Распоряжение администрации города от 02.12.2014 № 94 р О проведении смотра-конкурса предприятий торговли, общественного питания, бытового обслуживания населения, организаций, занимающихся содержанием и эксплуатацией муниципального и государственного жилищных фондов, собственников жилых домов и иных объектов города «На лучшее праздничное оформление к Новому году»",Rasporyazhenie-administratsii-goroda-ot-02122014-94-r-O-provedenii-smotra-konkursa-predpriyatiy-torgovli-obschestvennogo-pitaniya-bytovogo-obsluzhivaniya-naseleniya-organizatsiy-zanimayuschihsya-soderzhaniem-i-ekspluatatsiey-munitsipalnogo-i-gosudarstvennogo-zhilischnyh-fondov-sobstvennikov-zhilyh-domov-i-inyh-obektov-goroda-Na-luchshee-prazdnichnoe-oformlenie-k-Novomu-godu,94,3,4,2,2014-12-02,,2014-12-02 00:00,True,uploads/olddocs/glava/2014/12/02/94_.doc
Распоряжение администрации города от 01.12.2014 № 93 р О подготовке отчета временно исполняющего обязанности Руково-дителя администрации города Фрязино для представления Совету депутатов города Фрязино,Rasporyazhenie-administratsii-goroda-ot-01122014-93-r-O-podgotovke-otcheta-vremenno-ispolnyayuschego-obyazannosti-Rukovo-ditelya-administratsii-goroda-Fryazino-dlya-predstavleniya-Sovetu-deputatov-goroda-Fryazino,93,3,4,2,2014-12-01,,2014-12-01 00:00,True,uploads/olddocs/glava/2014/12/01/93_.doc
Распоряжение администрации города от 01.12.2014 № 92 р О создании постоянно действующей комиссии,Rasporyazhenie-administratsii-goroda-ot-01122014-92-r-O-sozdanii-postoyanno-deystvuyuschey-komissii,92,3,4,2,2014-12-01,,2014-12-01 00:00,True,uploads/olddocs/glava/2014/12/01/92_.doc
Распоряжение администрации города от 24.11.2014 № 87 р О подготовке к проведению Новогодних праздников,Rasporyazhenie-administratsii-goroda-ot-24112014-87-r-O-podgotovke-k-provedeniyu-Novogodnih-prazdnikov,87,3,4,2,2014-11-24,,2014-11-24 00:00,True,uploads/olddocs/glava/2014/11/24/87_.doc
Распоряжение администрации города от 22.10.2014 № 80 р О создании приемочной комиссии,Rasporyazhenie-administratsii-goroda-ot-22102014-80-r-O-sozdanii-priemochnoy-komissii,80,3,4,2,2014-10-22,,2014-10-22 00:00,True,uploads/olddocs/glava/2014/10/22/80_.doc
Распоряжение администрации города от 01.09.2014 № 72 р О проведении смотра-конкурса «Лучший садовод»,Rasporyazhenie-administratsii-goroda-ot-01092014-72-r-O-provedenii-smotra-konkursa-Luchshiy-sadovod,72,3,4,2,2014-09-01,,2014-09-01 00:00,True,uploads/olddocs/glava/2014/09/01/72_.doc
"Распоряжение администрации города от 28.08.2014 № 70 р О мерах по обеспечению общественной и пожарной безопасности, безопасности дорожного движения",Rasporyazhenie-administratsii-goroda-ot-28082014-70-r-O-merah-po-obespecheniyu-obschestvennoy-i-pozharnoy-bezopasnosti-bezopasnosti-dorozhnogo-dvizheniya,70,3,4,2,2014-08-28,,2014-08-28 00:00,True,uploads/olddocs/glava/2014/08/28/70.7z
"Распоряжение администрации города от 06.08.2014 № 65 р О проведении смотра-конкурса «На лучшее содержание и обслуживание частного, государственного и муниципального жилищных фондов»",Rasporyazhenie-administratsii-goroda-ot-06082014-65-r-O-provedenii-smotra-konkursa-Na-luchshee-soderzhanie-i-obsluzhivanie-chastnogo-gosudarstvennogo-i-munitsipalnogo-zhilischnyh-fondov,65,3,4,2,2014-08-06,,2014-08-06 00:00,True,uploads/olddocs/glava/2014/08/06/65_.doc
Распоряжение администрации города от 25.07.2014 № 59 р О проведении крестного хода,Rasporyazhenie-administratsii-goroda-ot-25072014-59-r-O-provedenii-krestnogo-hoda,59,3,4,2,2014-07-25,,2014-07-25 00:00,True,uploads/olddocs/glava/2014/07/25/59_.doc
Распоряжение администрации города от 22.07.2014 № 57 р О проведении митинга,Rasporyazhenie-administratsii-goroda-ot-22072014-57-r-O-provedenii-mitinga,57,3,4,2,2014-07-22,,2014-07-22 00:00,True,uploads/olddocs/glava/2014/07/22/57_.doc
"Распоряжение администрации города от 27.06.2014 № 49 р О мерах по обеспечению общественной и пожарной безопасности, безопасности дорожного движения в период проведения спортивного праздника «Исток – 2014. Олимпиада» ОАО «НПП «Исток» им. Шокина»",Rasporyazhenie-administratsii-goroda-ot-27062014-49-r-O-merah-po-obespecheniyu-obschestvennoy-i-pozharnoy-bezopasnosti-bezopasnosti-dorozhnogo-dvizheniya-v-period-provedeniya-sportivnogo-prazdnika-Istok-–-2014-Olimpiada-OAO-NPP-Istok-im-Shokina,49,3,4,2,2014-06-27,,2014-06-27 00:00,True,uploads/olddocs/glava/2014/06/27/49_.doc
"Распоряжение администрации города от 28.04.2014 № 36 р О дополнительных мерах по обеспечению безопасности дорожного движения в период проведения праздничных мероприятий, посвященных 69-й годовщине Победы в Великой Отечественной войне 1941-1945 годов",Rasporyazhenie-administratsii-goroda-ot-28042014-36-r-O-dopolnitelnyh-merah-po-obespecheniyu-bezopasnosti-dorozhnogo-dvizheniya-v-period-provedeniya-prazdnichnyh-meropriyatiy-posvyaschennyh-69-y-godovschine-Pobedy-v-Velikoy-Otechestvennoy-voyne-1941-1945-godov,36,3,4,2,2014-04-28,,2014-04-28 00:00,True,uploads/olddocs/glava/2014/04/28/36_.doc
Распоряжение администрации города от 15.01.2014 № 02 р О проведении мероприятия «Крещенские купания»,Rasporyazhenie-administratsii-goroda-ot-15012014-02-r-O-provedenii-meropriyatiya-Kreschenskie-kupaniya,02,3,4,2,2014-01-15,,2014-01-15 00:00,True,uploads/olddocs/glava/2014/01/15/2.doc
