Распоряжение администрации города от 21.09.2015 № 109 р О создании приемочной комиссии,Rasporyazhenie-administratsii-goroda-ot-21092015-109-r-O-sozdanii-priemochnoy-komissii,109,3,4,2,2015-09-21,,2015-09-21 00:00,True,uploads/olddocs/glava/2015/09/21/109_.docx
Распоряжение администрации города от 09.09.2015 № 101 р О проведении пикетирования,Rasporyazhenie-administratsii-goroda-ot-09092015-101-r-O-provedenii-piketirovaniya,101,3,4,2,2015-09-09,,2015-09-09 00:00,True,uploads/olddocs/glava/2015/09/09/101__2015.doc
Распоряжение администрации города от 13.08.2015 № 80 р О проведении пикетирования,Rasporyazhenie-administratsii-goroda-ot-13082015-80-r-O-provedenii-piketirovaniya,80,3,4,2,2015-08-13,,2015-08-13 00:00,True,uploads/olddocs/glava/2015/08/13/80_15_.doc
Распоряжение администрации города от 12.08.2015 № 79 р О проведении митинга,Rasporyazhenie-administratsii-goroda-ot-12082015-79-r-O-provedenii-mitinga,79,3,4,2,2015-08-12,,2015-08-12 00:00,True,uploads/olddocs/glava/2015/08/12/79_15_.doc
Распоряжение администрации города от 24.07.2015 № 71 р О проведении крестного хода,Rasporyazhenie-administratsii-goroda-ot-24072015-71-r-O-provedenii-krestnogo-hoda,71,3,4,2,2015-07-24,,2015-07-24 00:00,True,uploads/olddocs/glava/2015/07/24/71__15.doc
Распоряжение администрации города от 18.06.2015 № 51 р О проведении пикетирования,Rasporyazhenie-administratsii-goroda-ot-18062015-51-r-O-provedenii-piketirovaniya,51,3,4,2,2015-06-18,,2015-06-18 00:00,True,uploads/olddocs/glava/2015/06/18/51_.doc
Распоряжение администрации города от 07.05.2015 № 40 р О проведении демонстрации с использованием автосредств в качестве средств передвижения,Rasporyazhenie-administratsii-goroda-ot-07052015-40-r-O-provedenii-demonstratsii-s-ispolzovaniem-avtosredstv-v-kachestve-sredstv-peredvizheniya,40,3,4,2,2015-05-07,,2015-05-07 00:00,True,uploads/olddocs/glava/2015/05/07/40_.doc
Распоряжение администрации города от 12.01.2015 № 1 р Об обеспечении безопасности при проведении мероприятия «Крещенские купания»,Rasporyazhenie-administratsii-goroda-ot-12012015-1-r-Ob-obespechenii-bezopasnosti-pri-provedenii-meropriyatiya-Kreschenskie-kupaniya,1,3,4,2,2015-01-12,,2015-01-12 00:00,True,uploads/olddocs/glava/2015/01/12/01_.doc
