"Постановление Главы города № 684 от 29.12.2009г. ""О Порядке ознакомления пользователей информацией с информацией о деятельности органов местного самоуправления городского округа Фрязино Московской области через архивные и библиотечные фонды""",Postanovlenie-Glavy-goroda-684-ot-29122009g-O-Poryadke-oznakomleniya-polzovateley-informatsiey-s-informatsiey-o-deyatelnosti-organov-mestnogo-samoupravleniya-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-cherez-arhivnye-i-bibliotechnye-fondy,№ 684,1,1,2,2009-12-29,,2009-12-29 00:00,True,uploads/olddocs/glava/2009/12/29/PG-684.doc
"Постановление Главы города №653 от 21.12.2009 г. О разрешении ООО «ТЕРРА» подготовки проекта планировки территории, расположенной по проспекту Мира в г. Фрязино",Postanovlenie-Glavy-goroda-653-ot-21122009-g-O-razreshenii-OOO-TERRA-podgotovki-proekta-planirovki-territorii-raspolozhennoy-po-prospektu-Mira-v-g-Fryazino,№653,1,1,2,2009-12-21,,2009-12-21 00:00,True,uploads/olddocs/glava/2009/12/21/PG-653.doc
"Постановление Главы города №652 от 18.12.2009 г. ""Об утверждении проекта планировки""",Postanovlenie-Glavy-goroda-652-ot-18122009-g-Ob-utverzhdenii-proekta-planirovki,№652,1,1,2,2009-12-18,,2009-12-18 00:00,True,uploads/olddocs/glava/2009/12/18/PG-652.doc
Постановление Главы города № 642 от 17.12.2009г. Об установлении в г. Фрязино мест применения населением пиротехнических изделий,Postanovlenie-Glavy-goroda-642-ot-17122009g-Ob-ustanovlenii-v-g-Fryazino-mest-primeneniya-naseleniem-pirotehnicheskih-izdeliy,№ 642,1,1,2,2009-12-17,,2009-12-17 00:00,True,uploads/olddocs/glava/2009/12/17/PG-642.doc
"Постановление Главы города № 640 от 17.12.2009г. О внесении изменений в постановление Главы города от 23.11.2007 № 903 «Об установлении тарифов на услуги МУП «Водоканал», размера платы за пользование жилым помещением, содержание и ремонт жилого помещения, нормативов потребления коммунальных услуг»",Postanovlenie-Glavy-goroda-640-ot-17122009g-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-goroda-ot-23112007-903-Ob-ustanovlenii-tarifov-na-uslugi-MUP-Vodokanal-razmera-platy-za-polzovanie-zhilym-pomescheniem-soderzhanie-i-remont-zhilogo-pomescheniya-normativov-potrebleniya-kommunalnyh-uslug,№ 640,1,1,2,2009-12-17,,2009-12-17 00:00,True,uploads/olddocs/glava/2009/12/17/PG-640.doc
"Постановление Главы города № 632 от 15.12.2009г Об установлении тарифов на платные услуги, предоставляемые МУ «ФОЦ «Олимп» города Фрязино»",Postanovlenie-Glavy-goroda-632-ot-15122009g-Ob-ustanovlenii-tarifov-na-platnye-uslugi-predostavlyaemye-MU-FOTS-Olimp-goroda-Fryazino,№ 632,1,1,2,2009-12-15,,2009-12-15 00:00,True,uploads/olddocs/glava/2009/12/15/632_09_.doc
"Постановление Главы города № 627 от 10.12.2009г. ""Об утверждении Порядка формирования и финансового обеспечения выполнения муниципальных заданий на оказание муниципальных услуг (выполнение работ) физическим и юридическим лицам бюджетными и автономными учреждениями го-родского округа Фрязино Московской области""",Postanovlenie-Glavy-goroda-627-ot-10122009g-Ob-utverzhdenii-Poryadka-formirovaniya-i-finansovogo-obespecheniya-vypolneniya-munitsipalnyh-zadaniy-na-okazanie-munitsipalnyh-uslug-vypolnenie-rabot-fizicheskim-i-yuridicheskim-litsam-byudzhetnymi-i-avtonomnymi-uchrezhdeniyami-go-rodskogo-okruga-Fryazino-Moskovskoy-oblasti,№ 627,1,1,2,2009-12-10,,2009-12-10 00:00,True,uploads/olddocs/glava/2009/12/10/PG-627.doc
"Постановление Главы города № 620 от 08.12.2009г. ""О внесении изменения в постановление Главы города от 27.11.2008 № 866 «Об утверждении прогнозного плана приватизации муниципального имущества на 2009 год»",Postanovlenie-Glavy-goroda-620-ot-08122009g-O-vnesenii-izmeneniya-v-postanovlenie-Glavy-goroda-ot-27112008-866-Ob-utverzhdenii-prognoznogo-plana-privatizatsii-munitsipalnogo-imuschestva-na-2009-god,№ 620,1,1,2,2009-12-08,,2009-12-08 00:00,True,uploads/olddocs/glava/2009/12/08/PG_-620.doc
Постановление Главы города № 619 от 08.12.2009г. О создании пунктов подключения к сети Интернет на территории городского округа Фрязино Московской области,Postanovlenie-Glavy-goroda-619-ot-08122009g-O-sozdanii-punktov-podklyucheniya-k-seti-Internet-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,№ 619,1,1,2,2009-12-08,,2009-12-08 00:00,True,uploads/olddocs/glava/2009/12/08/PG-619.doc
"Постановление Главы города № 597 от 07.12.2009г. ""О Порядке предоставления информации о деятельности Главы города Фрязино, администрации города Фрязино по запросу""",Postanovlenie-Glavy-goroda-597-ot-07122009g-O-Poryadke-predostavleniya-informatsii-o-deyatelnosti-Glavy-goroda-Fryazino-administratsii-goroda-Fryazino-po-zaprosu,№ 597,1,1,2,2009-12-07,,2009-12-07 00:00,True,uploads/olddocs/glava/2009/12/07/PG-597.doc
"Постановление Главы города № 583 от 26.11.2009г. Об установлении тарифов на услуги МУП «Водоканал», МУП «Теплосеть», размера платы за пользование жилым помещением, содержание и ремонт жилого помещения",Postanovlenie-Glavy-goroda-583-ot-26112009g-Ob-ustanovlenii-tarifov-na-uslugi-MUP-Vodokanal-MUP-Teploset-razmera-platy-za-polzovanie-zhilym-pomescheniem-soderzhanie-i-remont-zhilogo-pomescheniya,№ 583,1,1,2,2009-11-26,,2009-11-26 00:00,True,uploads/olddocs/glava/2009/11/26/PG-_583.doc
Постановление Главы города № 582 от 26.11.2009г. Об установлении тарифов на услуги водоснабжения ОАО «Каблуковский водозаборный узел»,Postanovlenie-Glavy-goroda-582-ot-26112009g-Ob-ustanovlenii-tarifov-na-uslugi-vodosnabzheniya-OAO-Kablukovskiy-vodozabornyy-uzel,№ 582,1,1,2,2009-11-26,,2009-11-26 00:00,True,uploads/olddocs/glava/2009/11/26/PG-582.doc
Постановление Главы города № 581 от 26.11.2009г. Об установлении тарифов на услуги водоснабжения ООО «Источник»,Postanovlenie-Glavy-goroda-581-ot-26112009g-Ob-ustanovlenii-tarifov-na-uslugi-vodosnabzheniya-OOO-Istochnik,№ 581,1,1,2,2009-11-26,,2009-11-26 00:00,True,uploads/olddocs/glava/2009/11/26/PG-581.doc
Постановление Главы города №563 от 09.11.2009 г. Об утверждении прогнозного плана приватизации муниципального имущества на 2010 год,Postanovlenie-Glavy-goroda-563-ot-09112009-g-Ob-utverzhdenii-prognoznogo-plana-privatizatsii-munitsipalnogo-imuschestva-na-2010-god,№563,1,1,2,2009-11-09,,2009-11-09 00:00,True,uploads/olddocs/glava/2009/11/09/09_11_2009_563.doc
